title,alcohol,volume,savings,%,price,link
Dalmore Constellation Cask 3,54.00%,700 mL ,,"$8,999.00",,http://www.lcbo.com/lcbo/product/dalmore-constellation-cask-3/477000
Glenmorangie Pride Highland Single Malt 1974,43.00%,1000 mL ,,"$16,599.95","Sorry, the product you selected is currently not available in any store.",http://www.lcbo.com/lcbo/product/glenmorangie-pride-highland-single-malt-1974/524587
Lombard Old Masters Freemason Blended Scotch Whisky,40.00%,750 mL ,,$49.95,"Sorry, the product you selected is currently not available in any store.",http://www.lcbo.com/lcbo/product/lombard-old-masters-freemason-blended-scotch-whisky/383505
Glenmorangie Grand Vintage Highland Single Malt,43.00%,750 mL ,,"$1,444.95","Sorry, the product you selected is currently not available in any store.",http://www.lcbo.com/lcbo/product/glenmorangie-grand-vintage-highland-single-malt/524595
The Arran Malt 10-Year-Old Single Malt,46.00%,700 mL ,,$69.95,"Sorry, the product you selected is currently not available in any store.",http://www.lcbo.com/lcbo/product/the-arran-malt-10-year-old-single-malt/5090
The Glenrothes Peated Cask Reserve Speyside Single Malt Scotch Whisky,40.00%,750 mL ,,$59.95,,http://www.lcbo.com/lcbo/product/the-glenrothes-peated-cask-reserve-speyside-single-malt-scotch-whisky/568972
Teeling Whiskey Brabazon Bottling Series 1 Single Malt,49.50%,700 mL ,,$143.95,,http://www.lcbo.com/lcbo/product/teeling-whiskey-brabazon-bottling-series-1-single-malt/541037
Bunnahabhain 12-Year-Old Islay Single Malt,46.30%,750 mL ,,$89.95,"Sorry, the product you selected is currently not available in any store.",http://www.lcbo.com/lcbo/product/bunnahabhain-12-year-old-islay-single-malt/250076
Jefferson's Very Small Batch Kentucky Bourbon,41.17%,750 mL ,,$39.15,"Sorry, the product you selected is currently not available in any store.",http://www.lcbo.com/lcbo/product/jefferson-s-very-small-batch-kentucky-bourbon/198259
Bunnahabhain Limited Edition Islay Single Malt 1980,49.50%,750 mL ,,"$4,500.00","Sorry, the product you selected is currently not available in any store.",http://www.lcbo.com/lcbo/product/bunnahabhain-limited-edition-islay-single-malt-1980/554113
Glencadam Highland Single Malt 13 Yo,46.00%,700 mL ,,$129.95,"Sorry, the product you selected is currently not available in any store.",http://www.lcbo.com/lcbo/product/glencadam-highland-single-malt-13-yo/543512
Ardbeg Grooves,46.00%,750 mL ,,$199.95,"Sorry, the product you selected is currently not available in any store.",http://www.lcbo.com/lcbo/product/ardbeg-grooves/554667
Darker Side Of The Moon,46.00%,750 mL ,,$49.95,"Sorry, the product you selected is currently not available in any store.",http://www.lcbo.com/lcbo/product/darker-side-of-the-moon/576934
John B. Stetson Kentucky Straight Bourbon Whiskey,41.88%,700 mL ,,$48.95,"Sorry, the product you selected is currently not available in any store.",http://www.lcbo.com/lcbo/product/john-b-stetson-kentucky-straight-bourbon-whiskey/512483
The Glenlivet Founder's Reserve Scotch Whisky,40.00%,200 mL ,,$15.95,,http://www.lcbo.com/lcbo/product/the-glenlivet-founder-s-reserve-scotch-whisky/561068
The Glenlivet Founder's Reserve Scotch Whisky,40.00%,1750 mL ,,$99.95,"Sorry, the product you selected is currently not available in any store.",http://www.lcbo.com/lcbo/product/the-glenlivet-founder-s-reserve-scotch-whisky/561050
Wayne Gretzky Ninety-Nine Proof Whisky,49.50%,750 mL ,,$99.00,"Sorry, the product you selected is currently not available in any store.",http://www.lcbo.com/lcbo/product/wayne-gretzky-ninety-nine-proof-whisky/570101
Wiser's Small Batch Whisky,43.40%,750 mL ,,$32.95,"Sorry, the product you selected is currently not available in any store.",http://www.lcbo.com/lcbo/product/wiser-s-small-batch-whisky/95315
Chivas Regal 12 Years Old Scotch Whisky,40.00%,375 mL ,,$27.05,,http://www.lcbo.com/lcbo/product/chivas-regal-12-years-old-scotch-whisky/612549
BenRiach Birnie Moss Intensely Peated,48%,700 ml,,$83.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-birnie-moss-intensely-peated/12575995
Benriach Cask Strength Batch 1,57.20%,700 ml,,$150.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-cask-strength-batch-1/13229824
BenRiach Peated Quarter Casks Speyside Single Malt Scotch Whisky,46%,700 ml,,$130.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-peated-quarter-casks-speyside-single-malt-scotch-whisky/13105581
Benromach ChÃ¢teau Cissac Speyside Scotch Single Malt,45%,700 ml,,$94.50,,https://www.saq.com/page/en/saqcom/scotch-single-malt/benromach-chateau-cissac-speyside-scotch-single-malt/13352435
Ballantine's Scotch Blended,40%,1.14 L,,$37.50,,https://www.saq.com/page/en/saqcom/scotch-blended/ballantines-scotch-blended/11405661
The Macallan Fine Oak 21 years old,43%,750 ml,,$940.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/the-macallan-fine-oak-21-years-old/12362885
Benromach Peat Smoke Speyside Scotch Single Malt,46%,700 ml,,$89.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/benromach-peat-smoke-speyside-scotch-single-malt/11350006
Basil Hayden's Kentucky Bourbon,40%,750 ml,,$52.00,,https://www.saq.com/page/en/saqcom/american-whiskey/basil-haydens-kentucky-bourbon/10331516
1792 Small Batch Kentucky Straigth Bourbon Whiskey,46.85%,750 ml,,$53.00,,https://www.saq.com/page/en/saqcom/american-whiskey/1792-small-batch-kentucky-straigth-bourbon-whiskey/11857026
Basil Hayden Dark Rye,40%,750 ml,,$66.00,,https://www.saq.com/page/en/saqcom/american-whiskey/basil-hayden-dark-rye/13593175
Oban Distiller's Edition Double Vieillissement Scotch Single Malt,43%,750 ml,,$145.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/oban-distillers-edition-double-vieillissement-scotch-single-malt/503094
BenRiach 10 Years Old Speyside Single Malt,43%,700 ml,,$70.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-10-years-old-speyside-single-malt/12727215
Bardinet Sir Edward's Smoky,40%,700 ml,,$28.15,,https://www.saq.com/page/en/saqcom/scotch-blended/bardinet-sir-edwards-smoky/13569239
BenRiach Curiositas 10 Years Old Peated Speyside scotch Single Malt,46%,700 ml,,$74.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-curiositas-10-years-old-peated-speyside-scotch-single-malt/10652547
Jack Daniel's Travelling Tin with 2 Glasses,40%,750 ml,,$39.50,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-travelling-tin-with-2-glasses/248237
BenRiach Heart of Speyside Scotch Single Malt,40%,700 ml,,$68.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-heart-of-speyside-scotch-single-malt/13063570
Glenglassaugh Torfa  Highland Single Malt Scotch Whisky,50%,700 ml,,$93.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenglassaugh-torfa--highland-single-malt-scotch-whisky/12527635
Jack Daniel's Single Barrel Rye,47%,750 ml,,$60.25,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-single-barrel-rye/13325630
Jack Danielâ€™s Sinatra,45%,1 L,,$296.00,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-sinatra/12152909
J.P. Wiser's Triple Barrel Rye,43.40%,750 ml,,$30.25,,https://www.saq.com/page/en/saqcom/canadian-whisky/jp-wisers-triple-barrel-rye/13064505
J.P. Wiser's Deluxe,40%,375 ml,,$13.95,,https://www.saq.com/page/en/saqcom/canadian-whisky/jp-wisers-deluxe/13495081
Jack Daniel's Tennessee Straight Rye Whiskey,45%,750 ml,,$39.50,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-tennessee-straight-rye-whiskey/13419505
Jameson,40%,375 ml,,$17.75,,https://www.saq.com/page/en/saqcom/irish-whiskey/jameson/230987
Jack Daniel's Old No 7,40%,3 L,,$138.75,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-old-no-7/11607975
Jack Daniel's Old No 7,40%,1.75 L,,$69.75,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-old-no-7/182931
Jack Daniel's Old No 7,40%,50 ml,,$3.65,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-old-no-7/117739
Jack Daniel's Old No 7,40%,375 ml,,$17.50,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-old-no-7/119743
Jack Daniel's Gentleman Jack,40%,375 ml,,$20.15,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-gentleman-jack/12469957
Highland Park Orcadian 1964 Islay Scotch Single Malt 1964,42.20%,750 ml,,"$9,500.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-park-orcadian-1964-islay-scotch-single-malt-1964/13102997
Irish Distillers Redbreast 21 years,46%,750 ml,,$225.00,,https://www.saq.com/page/en/saqcom/scotch-and-whisky/irish-distillers-redbreast-21-years/13595672
Highland Park Orcadian 1976 Islay Scotch Single Malt,49.10%,750 ml,,"$5,500.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-park-orcadian-1976-islay-scotch-single-malt/13102161
Green Spot Irish Whiskey,40%,700 ml,,$81.00,,https://www.saq.com/page/en/saqcom/scotch-and-whisky/green-spot-irish-whiskey/13415820
J. & B. Rare Scotch Blended,40%,1.14 L,,$35.75,,https://www.saq.com/page/en/saqcom/scotch-blended/j--b-rare-scotch-blended/11459765
Highland Park Orcadian 1970 Islay Scotch Single Malt 1970,48%,750 ml,,"$6,500.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-park-orcadian-1970-islay-scotch-single-malt-1970/13102903
Grant's Sherry Cask Highlands Scotch Single Malt,40%,750 ml,,$30.25,,https://www.saq.com/page/en/saqcom/scotch-blended-grain/grants-sherry-cask-highlands-scotch-single-malt/13062518
Hankey Bannister 12 yo Highlands Scotch Blended,40%,700 ml,,$51.50,,https://www.saq.com/page/en/saqcom/scotch-blended/hankey-bannister-12-yo-highlands-scotch-blended/12922432
Hazelburn 10 Years Old d'Age Single Malt Scotch Whisky,46%,700 ml,,$90.50,,https://www.saq.com/page/en/saqcom/scotch-single-malt/hazelburn-10-years-old-dage-single-malt-scotch-whisky/13344558
Glenmorangie Nectar d'Or Highland Scotch Single Malt,46%,750 ml,,$111.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenmorangie-nectar-dor-highland-scotch-single-malt/11573859
Highland Park 21 yo Scotch Single Malt,47.50%,700 ml,,$400.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-park-21-yo-scotch-single-malt/12874346
Glenkinchie 12 ans Le Malt d'Edimbourg Scotch Single Malt,43%,750 ml,,$80.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenkinchie-12-ans-le-malt-dedimbourg-scotch-single-malt/11098883
Glenfiddich Malt Master's Edition Scotch Single Malt,43%,750 ml,,$97.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-malt-masters-edition-scotch-single-malt/12401485
Gordon & Macphail Connoisseurs Choice Caperdonich,46%,700 ml,,$159.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/gordon--macphail-connoisseurs-choice-caperdonich/12683865
Grant's Family Reserve Scotch Blended,40%,1.14 L,,$38.00,,https://www.saq.com/page/en/saqcom/scotch-blended/grants-family-reserve-scotch-blended/11018679
Grant's Reserve Scotch blended,40%,375 ml,,$14.95,,https://www.saq.com/page/en/saqcom/scotch-blended/grants-reserve-scotch-blended/13144433
Glenfiddich 12 Years Old Highland Scotch Single Malt,40%,375 ml,,$30.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-12-years-old-highland-scotch-single-malt/252312
Glenfiddich 14 ans Rich Oak Highland Scotch Single Malt,40%,750 ml,,$68.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-14-ans-rich-oak-highland-scotch-single-malt/12401135
Gold Bar Whiskey,40%,750 ml,,$62.25,,https://www.saq.com/page/en/saqcom/scotch-and-whisky/gold-bar-whiskey/13305479
Glenmorangie Pride 1974 Ã‰cosse Single Malt Scotch Whisky,47.40%,1 L,,"$14,790.75",,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenmorangie-pride-1974-ecosse-single-malt-scotch-whisky/13629756
Glenfiddich Solera 15 ans Single malt,40%,50 ml,,$6.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-solera-15-ans-single-malt/13494687
Glenfiddich Original 1963 Speyside Scotch Single Malt,40%,750 ml,,$99.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-original-1963-speyside-scotch-single-malt/12668631
Glenfiddich 12 ans Highland Scotch Single Malt,40%,1.14 L,,$81.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-12-ans-highland-scotch-single-malt/10771431
Glenfarclas 105 Cask Strength Highland Scotch Single Malt,60%,700 ml,,$91.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-105-cask-strength-highland-scotch-single-malt/11532862
Glenfiddich IPA Experiment Single Malt Scotch Whisky,43%,750 ml,,$90.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-ipa-experiment-single-malt-scotch-whisky/13416144
GlenDronach Parliament 21 ans Highland Scotch Single Malt,48%,700 ml,,$203.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glendronach-parliament-21-ans-highland-scotch-single-malt/11823467
Glenfiddich 18 Years Old Highland Scotch Single Malt,40%,750 ml,,$143.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-18-years-old-highland-scotch-single-malt/530352
GlenDronach 8 ans The Hielan Scotch Single Malt,46%,700 ml,,$62.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glendronach-8-ans-the-hielan-scotch-single-malt/12669246
Glendronach 18 Years Old Allardice Highland Scotch Single Malt,46%,750 ml,,$173.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glendronach-18-years-old-allardice-highland-scotch-single-malt/11484995
Glenfarclas 105 Highland Single Malt Scotch Whisky,60%,200 ml,,$38.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-105-highland-single-malt-scotch-whisky/13314931
Glendronach 12 Years Original Highland Scotch Single Malt,43%,750 ml,,$73.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glendronach-12-years-original-highland-scotch-single-malt/10784099
Glenfarclas Scotch Single Malt 60 Years Old,43.30%,700 ml,,"$25,275.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-scotch-single-malt-60-years-old/12513903
GlenDronach 44 ans Recherche Highlands Scotch Single Malt,48.60%,700 ml,,"$6,999.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/glendronach-44-ans-recherche-highlands-scotch-single-malt/12825270
Glendronach Grandeur Batch 008,50.30%,700 ml,,$975.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glendronach-grandeur-batch-008/13232556
Glenfarclas 10 ans,40%,200 ml,,$29.15,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-10-ans/13314949
Glenfarclas 10 ans Highland Scotch Single Malt,40%,700 ml,,$65.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-10-ans-highland-scotch-single-malt/10652512
Glen Moray Elgin Classic Port Cask Finish Single Malt Scotch Whisky,40%,700 ml,,$39.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glen-moray-elgin-classic-port-cask-finish-single-malt-scotch-whisky/13416339
Glen Garioch Renaissance II Highlands Single Malt,51.40%,750 ml,,$145.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glen-garioch-renaissance-ii-highlands-single-malt/12825202
Edradour Caledonia 12 Years Old Unchilfiltere,46%,700 ml,,$99.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/edradour-caledonia-12-years-old-unchilfiltere/13337817
Glen Garioch 12 Years Old Highland Scotch Single Malt,48%,750 ml,,$68.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glen-garioch-12-years-old-highland-scotch-single-malt/11866571
Few Bourbon Whiskey,46.50%,750 ml,,$84.25,,https://www.saq.com/page/en/saqcom/american-whiskey/few-bourbon-whiskey/12611693
Dry Fly Straight Washington Bourbon 101,50.50%,750 ml,,$123.00,,https://www.saq.com/page/en/saqcom/american-whiskey/dry-fly-straight-washington-bourbon-101/12551846
Dry Fly Straight Cask Wheat Whiskey,60%,750 ml,,$117.00,,https://www.saq.com/page/en/saqcom/american-whiskey/dry-fly-straight-cask-wheat-whiskey/12551838
Glen Breton Single Malt,43%,750 ml,,$79.75,,https://www.saq.com/page/en/saqcom/canadian-whisky/glen-breton-single-malt/10835845
Cragganmore 12 Years Old Highland Scotch Single Malt,40%,750 ml,,$78.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/cragganmore-12-years-old-highland-scotch-single-malt/192732
Crown Royal,40%,375 ml,,$16.90,,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal/9043
Douglas Laing & Co Single Malt Cask Aberlour 25 ans scotch,50.90%,700 ml,,$525.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/douglas-laing--co-single-malt-cask-aberlour-25-ans-scotch/12256804
Douglas Laing Single Old Casks Particular Ardmore Highland Single Malt Scotch Whisky 15 Years old,48.40%,700 ml,,$186.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/douglas-laing-single-old-casks-particular-ardmore-highland-single-malt-scotch-whisky-15-years-old/12825405
Douglas Laing Syndicate 58/ 6 superior blended scotch whisky,40%,700 ml,,$85.00,,https://www.saq.com/page/en/saqcom/scotch-blended/douglas-laing-syndicate-58-6-superior-blended-scotch-whisky/12470616
Collingwood,40%,750 ml,,$35.00,,https://www.saq.com/page/en/saqcom/canadian-whisky/collingwood/13026875
Clan Denny 20 Ans Lowland Single Grain Cask Strenght,56.70%,700 ml,,$187.00,,https://www.saq.com/page/en/saqcom/scotch-single-grain/clan-denny-20-ans-lowland-single-grain-cask-strenght/12542190
Cutty Sark Prohibition Edition blended scotch whisky,50%,750 ml,,$35.50,,https://www.saq.com/page/en/saqcom/scotch-blended/cutty-sark-prohibition-edition-blended-scotch-whisky/12276400
Dewar's 12 ans blended scotch whisky,40%,750 ml,,$45.50,,https://www.saq.com/page/en/saqcom/scotch-blended/dewars-12-ans-blended-scotch-whisky/12359192
Clan Denny Strathclyde 9 yo Sherry Finish Lowlands Single Grain,56.10%,700 ml,,$107.00,,https://www.saq.com/page/en/saqcom/scotch-single-grain/clan-denny-strathclyde-9-yo-sherry-finish-lowlands-single-grain/12825253
Crown Royal Black,45%,750 ml,,$33.50,,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal-black/11975381
Compass Box The Peat Monster Scotch Blended Malt,46%,750 ml,,$75.25,,https://www.saq.com/page/en/saqcom/scotch-blended-malt/compass-box-the-peat-monster-scotch-blended-malt/11534702
Clontarf Castle Brands,40%,750 ml,,$37.25,,https://www.saq.com/page/en/saqcom/irish-whiskey/clontarf-castle-brands/12420969
Canadian Club Premium,40%,1.75 L,,$54.50,,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-premium/34637
Chivas Royal Salute Scotch Blended,40%,750 ml,,$187.25,,https://www.saq.com/page/en/saqcom/scotch-blended/chivas-royal-salute-scotch-blended/56440
Chivas Regal 25 Years Old Scotch Blended,40%,750 ml,,$286.00,,https://www.saq.com/page/en/saqcom/scotch-blended/chivas-regal-25-years-old-scotch-blended/10999946
Canadian Club Classic 12 yo,40%,375 ml,,$16.45,,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-classic-12-yo/13000173
Canadian Club Premium,40%,50 ml,,$2.55,,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-premium/22558
Chivas Regal 12 ans Scotch Blended,40%,4.5 L,,$278.25,,https://www.saq.com/page/en/saqcom/scotch-blended/chivas-regal-12-ans-scotch-blended/11068140
Caol Ila 18 years old Single Malt Scotch Whisky,59.80%,750 ml,,$179.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/caol-ila-18-years-old-single-malt-scotch-whisky/13572374
Caribou Crossing Single Barrel,45%,750 ml,,$94.75,,https://www.saq.com/page/en/saqcom/canadian-whisky/caribou-crossing-single-barrel/12183617
Chivas Regal 12 Years Scotch Blended,40%,1.75 L,,$100.50,,https://www.saq.com/page/en/saqcom/scotch-blended/chivas-regal-12-years-scotch-blended/11416378
Bulleit Frontier Bourbon,45%,375 ml,,$20.05,,https://www.saq.com/page/en/saqcom/american-whiskey/bulleit-frontier-bourbon/12956190
Catto's Scotch Blended,40%,1.14 L,,$38.50,,https://www.saq.com/page/en/saqcom/scotch-blended/cattos-scotch-blended/11463781
Bulleit 10 ans Bourbon,45.60%,750 ml,,$49.75,,https://www.saq.com/page/en/saqcom/whisky/bulleit-10-ans-bourbon/12820292
Caledonian The Cally 40 Years Old,53.30%,750 ml,,"$1,500.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/caledonian-the-cally-40-years-old/12868181
Canadian Club Premium,40%,375 ml,,$13.95,,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-premium/463
Bowmore 18 Years Old Islay Scotch Single Malt,43%,750 ml,,$128.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/bowmore-18-years-old-islay-scotch-single-malt/10852303
Bushmills Black Bush,40%,750 ml,,$37.75,,https://www.saq.com/page/en/saqcom/irish-whiskey/bushmills-black-bush/13064257
Bulleit Rye,45%,750 ml,,$35.25,,https://www.saq.com/page/en/saqcom/whisky/bulleit-rye/12730271
Canadian Club 20 years,40%,750 ml,,$60.00,,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-20-years/10963821
Bowmore 12 Years Islay Scotch Single Malt,40%,350 ml,,$32.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/bowmore-12-years-islay-scotch-single-malt/514463
Benromach Exclusive Single Cask Speyside Scotch Single Malt,60%,700 ml,,$127.50,,https://www.saq.com/page/en/saqcom/scotch-single-malt/benromach-exclusive-single-cask-speyside-scotch-single-malt/13352777
Brora 34 years old Single Malt Scotch Whisky,51.90%,750 ml,,"$2,599.75",,https://www.saq.com/page/en/saqcom/scotch-single-malt/brora-34-years-old-single-malt-scotch-whisky/13572340
Ben Nevis 12 Ans White Port Cask Strenght,56.30%,700 ml,,$468.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/ben-nevis-12-ans-white-port-cask-strenght/13337163
Bowmore 1989 23 Years Port Matured Islay Scotch Single Malt,50.80%,750 ml,,$699.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/bowmore-1989-23-years-port-matured-islay-scotch-single-malt/12250111
Oban 14 ans Highland Scotch Single Malt,43%,750 ml,,$110.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/oban-14-ans-highland-scotch-single-malt/243824
Bowmore Small Batch Reserve Islay Scotch Single Malt,40%,750 ml,,$59.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/bowmore-small-batch-reserve-islay-scotch-single-malt/12401451
MotÃ¶rhead Whisky,40%,700 ml,,$96.75,,https://www.saq.com/page/en/saqcom/scotch-and-whisky/motorhead-whisky/13238931
Benromach 10 Ans 100 Proof Speyside Scotch Single Malt,57%,700 ml,,$115.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/benromach-10-ans-100-proof-speyside-scotch-single-malt/13352742
Benromach 35 Years Old Speyside Single Malt Scotch Whisky,43%,700 ml,,"$1,248.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/benromach-35-years-old-speyside-single-malt-scotch-whisky/13199493
BenRiach 16 ans Speyside Single Malt Scotch Whisky,43%,700 ml,,$131.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-16-ans-speyside-single-malt-scotch-whisky/13229779
Big Peat blended malt Islay,46%,700 ml,,$85.00,,https://www.saq.com/page/en/saqcom/scotch-blended-malt/big-peat-blended-malt-islay/11310776
Michter's US 1 Small Batch Bourbon,45.70%,750 ml,,$81.00,,https://www.saq.com/page/en/saqcom/american-whiskey/michters-us-1-small-batch-bourbon/12637172
Black Bull 12 Years Old Blended Scotch,50%,750 ml,,$75.00,,https://www.saq.com/page/en/saqcom/scotch-blended/black-bull-12-years-old-blended-scotch/12395169
McClellands Islay Scotch Single Malt,40%,750 ml,,$44.50,,https://www.saq.com/page/en/saqcom/scotch-single-malt/mcclellands-islay-scotch-single-malt/11374286
Ben Nevis 10 years old Scotch Single Malt,46%,700 ml,,$83.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/ben-nevis-10-years-old-scotch-single-malt/12432281
Maker's Mark Kentucky Bourbon,45%,750 ml,,$44.50,,https://www.saq.com/page/en/saqcom/american-whiskey/makers-mark-kentucky-bourbon/10817807
Mortlach 18 ans Speyside Scotch Single Malt,43.40%,750 ml,,$300.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/mortlach-18-ans-speyside-scotch-single-malt/12877395
Macallan Sienna Highland Scotch Single Malt,43%,750 ml,,$170.50,,https://www.saq.com/page/en/saqcom/scotch-single-malt/macallan-sienna-highland-scotch-single-malt/12051420
Midleton Dair Ghaelach,57.80%,750 ml,,$349.75,,https://www.saq.com/page/en/saqcom/scotch-and-whisky/midleton-dair-ghaelach/13217364
Macallan Gold Double Cask Highland Scotch Single Malt,40%,750 ml,,$71.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/macallan-gold-double-cask-highland-scotch-single-malt/12051366
Macallan Classic Cut 2017,58.40%,750 ml,,$135.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/macallan-classic-cut-2017/13574636
Les Bienheureux Bellevoye Triple Malt,40%,700 ml,,$69.00,,https://www.saq.com/page/en/saqcom/whisky/les-bienheureux-bellevoye-triple-malt/13061478
Midleton Barry Crockett Legacy Single Pot Still Irish Whiskey,46%,750 ml,,$299.25,,https://www.saq.com/page/en/saqcom/scotch-and-whisky/midleton-barry-crockett-legacy-single-pot-still-irish-whiskey/13355927
Longmorn The Distiller's Choice Scotch Single Malt,40%,750 ml,,$93.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/longmorn-the-distillers-choice-scotch-single-malt/12982507
Les Bienheureux Bellevoye Grand Whisky Triple malt,43%,700 ml,,$112.25,,https://www.saq.com/page/en/saqcom/whisky/les-bienheureux-bellevoye-grand-whisky-triple-malt/13345041
Laphroaig Select Islay Single Malt Scotch Whisky,40%,750 ml,,$74.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/laphroaig-select-islay-single-malt-scotch-whisky/13415731
Michel Couvreur Grain Whisky Unique,44%,700 ml,,$62.00,,https://www.saq.com/page/en/saqcom/whisky/michel-couvreur-grain-whisky-unique/10943731
Michel Couvreur - Couvreur's Clearach Single Malt,43%,700 ml,,$63.25,,https://www.saq.com/page/en/saqcom/whisky/michel-couvreur---couvreurs-clearach-single-malt/11162507
Macallan 1824 Amber Scotch Single Malt,40%,750 ml,,$93.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/macallan-1824-amber-scotch-single-malt/11975401
Balblair 2003,46%,700 ml,,$92.50,,https://www.saq.com/page/en/saqcom/scotch-single-malt/balblair-2003/12771582
Laphroaig Lore Islay Scotch Single Malt,48%,750 ml,,$200.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/laphroaig-lore-islay-scotch-single-malt/12941983
Lagavulin Double Vieillissement Scotch Single Malt 2001,43%,750 ml,,$151.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/lagavulin-double-vieillissement-scotch-single-malt-2001/503060
Lot No. 40 Single Copper Pot Still Canad,43%,750 ml,,$39.75,,https://www.saq.com/page/en/saqcom/canadian-whisky/lot-no-40-single-copper-pot-still-canad/12538431
Laphroaig 10 Years old Islay Scotch Single Malt,43%,750 ml,,$85.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/laphroaig-10-years-old-islay-scotch-single-malt/11534876
