title,alcohol,volume,savings,Savings,price,link,
Caribou Crossing Single Barrel,45%,750 ml,,,$95.00,https://www.saq.com/page/en/saqcom/canadian-whisky/caribou-crossing-single-barrel/12183617,
Glenkinchie 24 Years Old Single Malt Scotch Whisky,57.20%,750 ml,,,$599.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenkinchie-24-years-old-single-malt-scotch-whisky/13322877,
Catto's Scotch Blended,40%,1.14 L,,,$38.75,https://www.saq.com/page/en/saqcom/scotch-blended/cattos-scotch-blended/11463781,
Glenfiddich 15 yo Solera Highland Scotch Single Malt,40%,750 ml,,,$80.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-15-yo-solera-highland-scotch-single-malt/11027031,
Gonzalez Byass Nomad Outland Sherry Casks,41.30%,750 ml,,,$75.00,https://www.saq.com/page/en/saqcom/whisky/gonzalez-byass-nomad-outland-sherry-casks/12862231,
Glenfiddich 18 Years Old Highland Scotch Single Malt,40%,750 ml,,,$143.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-18-years-old-highland-scotch-single-malt/530352,
Glenfiddich 12 ans Highland Scotch Single Malt,40%,750 ml,,,$57.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-12-ans-highland-scotch-single-malt/12385,
Glenfiddich 21 years Scotch Single Malt,40%,750 ml,,,$421.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-21-years-scotch-single-malt/10370312,
Glenglassaugh Evolution Highland Scotch Single Malt,50%,700 ml,,,$97.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenglassaugh-evolution-highland-scotch-single-malt/12527627,
Glenfarclas 25 Years Old Highland Scotch Single Malt,43%,700 ml,,,$224.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-25-years-old-highland-scotch-single-malt/484261,
Glenmorangie Original 10 ans Highland Scotch Single Malt,40%,750 ml,,,$67.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenmorangie-original-10-ans-highland-scotch-single-malt/11948868,
Glenfarclas 17 Years Old Highland Scotch Single Malt,43%,700 ml,,,$120.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-17-years-old-highland-scotch-single-malt/11092238,
Glen Moray 12 Years Old Scotch Single Malt,40%,750 ml,,,$49.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/glen-moray-12-years-old-scotch-single-malt/11904363,
Glen Garioch Founders Reserve Highland Scotch Single Malt,48%,750 ml,,,$62.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/glen-garioch-founders-reserve-highland-scotch-single-malt/12401101,
Glenfiddich 12 ans Highland Scotch Single Malt,40%,1.14 L,,,$82.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-12-ans-highland-scotch-single-malt/10771431,
Glenfarclas 1976 Highland Single Malt Scotch Whisky 1976,43.70%,700 ml,,,"$2,543.00",https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-1976-highland-single-malt-scotch-whisky-1976/13295135,
Glen Breton Single Malt,43%,750 ml,,,$79.75,https://www.saq.com/page/en/saqcom/canadian-whisky/glen-breton-single-malt/10835845,
Glenfiddich 14 ans Rich Oak Highland Scotch Single Malt,40%,750 ml,,,$68.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-14-ans-rich-oak-highland-scotch-single-malt/12401135,
Glen Breton Fiddler's Choice Single Malt,43%,750 ml,,,$57.00,https://www.saq.com/page/en/saqcom/scotch-and-whisky/glen-breton-fiddlers-choice-single-malt/12444119,
Forty Creek Barrel Select,40%,750 ml,,,$24.90,https://www.saq.com/page/en/saqcom/canadian-whisky/forty-creek-barrel-select/12525488,
Glenfarclas 15 ans Highland Scotch Single Malt,46%,700 ml,,,$103.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-15-ans-highland-scotch-single-malt/380717,
Glenfarclas 12 Years Highland Scotch Single Malt,43%,700 ml,,,$69.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-12-years-highland-scotch-single-malt/349670,
Glen Breton Ice 10 ans Canadian Single Malt Whisky,40%,700 ml,,,$89.00,https://www.saq.com/page/en/saqcom/scotch-and-whisky/glen-breton-ice-10-ans-canadian-single-malt-whisky/12637076,
Ezra Brooks Black Label Bourbon Whiskey,40%,750 ml,,,$29.90,https://www.saq.com/page/en/saqcom/american-whiskey/ezra-brooks-black-label-bourbon-whiskey/13418140,
George Dickel Whisky,45%,750 ml,,,$30.25,https://www.saq.com/page/en/saqcom/american-whiskey/george-dickel-whisky/13415838,
George Dickel No 12 Tennessee Whisky,45%,750 ml,,,$30.25,https://www.saq.com/page/en/saqcom/american-whiskey/george-dickel-no-12-tennessee-whisky/13593141,
Edradour Single Malt Cask Strength Bourbon Matured 2006,59.20%,700 ml,,,$142.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/edradour-single-malt-cask-strength-bourbon-matured-2006/13337841,
Glen Elgin 18 years old Single Malt Scotch Whisky,54.80%,750 ml,,,$599.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/glen-elgin-18-years-old-single-malt-scotch-whisky/13572702,
Edradour Caledonia 12 Years Old Unchilfiltere,46%,700 ml,,,$99.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/edradour-caledonia-12-years-old-unchilfiltere/13337817,
Gibson's Finest 12 Years Old,40%,750 ml,,,$33.00,https://www.saq.com/page/en/saqcom/canadian-whisky/gibsons-finest-12-years-old/11579337,
Douglas Laing Rock Oyster Islands Islay Blended Malt,46.80%,700 ml,,,$85.25,https://www.saq.com/page/en/saqcom/scotch-blended-malt/douglas-laing-rock-oyster-islands-islay-blended-malt/12818580,
Edradour Single Malt Straight From The Cask Sherry 2007,58.80%,500 ml,,,$128.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/edradour-single-malt-straight-from-the-cask-sherry-2007/13337876,
Dewar's White Label Scotch Blended,40%,1.14 L,,,$36.25,https://www.saq.com/page/en/saqcom/scotch-blended/dewars-white-label-scotch-blended/11495601,
Douglas Laing The Epicurean Lowland Blended,46.20%,700 ml,,,$72.00,https://www.saq.com/page/en/saqcom/scotch-blended-malt/douglas-laing-the-epicurean-lowland-blended/13188604,
Crown Royal Northern Harvest Rye,45%,750 ml,,,$34.00,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal-northern-harvest-rye/12820364,
Dry Fly Straight Triticale Whiskey,44%,750 ml,,,$92.00,https://www.saq.com/page/en/saqcom/american-whiskey/dry-fly-straight-triticale-whiskey/12551803,
Crown Royal Edition LimitÃ©e,40%,750 ml,,,$37.75,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal-edition-limitee/246603,
Crown Royal Bourbon Mash,40%,750 ml,,,$36.00,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal-bourbon-mash/13601930,
Crown Royal Apple,35%,750 ml,,,$28.10,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal-apple/12729827,
Douglas Laing Glenrothes Sherry Cask XOP 25 years,56.60%,700 ml,,,$603.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/douglas-laing-glenrothes-sherry-cask-xop-25-years/13553325,
Few Rye Whiskey,46.50%,750 ml,,,$104.25,https://www.saq.com/page/en/saqcom/american-whiskey/few-rye-whiskey/12611722,
Crown Royal,40%,750 ml,,,$29.10,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal/1487,
Clynelish 14 years Highland Scotch Single Malt,46%,750 ml,,,$80.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/clynelish-14-years-highland-scotch-single-malt/12877571,
Chivas Regal 18 ans Scotch Blended,40%,750 ml,,,$99.50,https://www.saq.com/page/en/saqcom/scotch-blended/chivas-regal-18-ans-scotch-blended/582205,
Chivas Regal Ultis,40%,750 ml,,,$270.00,https://www.saq.com/page/en/saqcom/scotch-blended/chivas-regal-ultis/13271715,
Deanston Virgin Oak Highland Single Malt Scotch Whisky,46.30%,750 ml,,,$49.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/deanston-virgin-oak-highland-single-malt-scotch-whisky/13416671,
Crown Royal,40%,1.14 L,,,$40.25,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal/11584013,
Cragganmore 12 Years Old Highland Scotch Single Malt,40%,750 ml,,,$78.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/cragganmore-12-years-old-highland-scotch-single-malt/192732,
Convalmore 32 years old Single Malt Scotch Whisky,48.20%,750 ml,,,"$1,600.00",https://www.saq.com/page/en/saqcom/scotch-single-malt/convalmore-32-years-old-single-malt-scotch-whisky/13572366,
Chivas Regal 12 ans Scotch Blended,40%,1.14 L,,,$73.50,https://www.saq.com/page/en/saqcom/scotch-blended/chivas-regal-12-ans-scotch-blended/11405652,
Dalwhinnie 15 ans Highland Scotch Single Malt,43%,750 ml,,,$93.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/dalwhinnie-15-ans-highland-scotch-single-malt/238097,
Chivas Regal 12 ans Scotch Blended,40%,750 ml,,,$53.00,https://www.saq.com/page/en/saqcom/scotch-blended/chivas-regal-12-ans-scotch-blended/7617,
Caol Ila 18 years old Single Malt Scotch Whisky,59.80%,750 ml,,,$180.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/caol-ila-18-years-old-single-malt-scotch-whisky/13572374,
Canadian Club Premium,40%,50 ml,,,$2.55,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-premium/22558,
Caledonian The Cally 40 Years Old,53.30%,750 ml,,,"$1,500.00",https://www.saq.com/page/en/saqcom/scotch-single-malt/caledonian-the-cally-40-years-old/12868181,
Bushmills Malt 10 Years Old,40%,750 ml,,,$45.00,https://www.saq.com/page/en/saqcom/irish-whiskey/bushmills-malt-10-years-old/131870,
Bunnahabhain CeÃ_banach Islay Scotch Single Malt,46.30%,750 ml,,,$100.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/bunnahabhain-ceobanach-islay-scotch-single-malt/12838281,
Cardhu Speyside Single malt Scotch whisky,40%,750 ml,,,$75.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/cardhu-speyside-single-malt-scotch-whisky/12266957,
Canadian Club Premium,40%,1.75 L,,,$55.00,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-premium/34637,
Bunnahabhain 18 Years Old Islay Scotch Single Malt,46.30%,700 ml,,,$200.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/bunnahabhain-18-years-old-islay-scotch-single-malt/11907281,
Canadian Club Premium,40%,375 ml,,,$14.00,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-premium/463,
Bulleit Frontier Bourbon,45%,375 ml,,,$20.05,https://www.saq.com/page/en/saqcom/american-whiskey/bulleit-frontier-bourbon/12956190,
Bruichladdich Octomore 7.1,59.50%,750 ml,,,$230.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/bruichladdich-octomore-71/12645623,
Canadian Club Classic 12 yo,40%,375 ml,,,$16.45,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-classic-12-yo/13000173,
Canadian Club 20 years,40%,750 ml,,,$60.25,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-20-years/10963821,
Bowmore 18 Years Old Islay Scotch Single Malt,43%,750 ml,,,$128.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/bowmore-18-years-old-islay-scotch-single-malt/10852303,
Bulleit Rye,45%,750 ml,,,$35.25,https://www.saq.com/page/en/saqcom/whisky/bulleit-rye/12730271,
Bruichladdich Islay Barley Rockside Farm,50%,750 ml,,,$100.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/bruichladdich-islay-barley-rockside-farm/12645341,
Cedar Ridge Wheat,40%,750 ml,,,$95.50,https://www.saq.com/page/en/saqcom/grain-whisky/cedar-ridge-wheat/13166798,
Brora 34 years old Single Malt Scotch Whisky 2017,51.90%,750 ml,,,"$2,600.00",https://www.saq.com/page/en/saqcom/scotch-single-malt/brora-34-years-old-single-malt-scotch-whisky-2017/13572340,
Bowmore No 1 Islay Single Malt Scotch Whisky,40%,750 ml,,,$58.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/bowmore-no-1-islay-single-malt-scotch-whisky/13416507,
Canadian Shield,43.20%,750 ml,,,$35.00,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-shield/12729341,
Chateau d'Arche Whisky d'Arche,43%,700 ml,,,$84.00,https://www.saq.com/page/en/saqcom/scotch-and-whisky/chateau-darche-whisky-darche/13559639,
Bowmore 1989 23 Years Port Matured Islay Scotch Single Malt,50.80%,750 ml,,,$699.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/bowmore-1989-23-years-port-matured-islay-scotch-single-malt/12250111,
Cedar Ridge Single Malt,40%,750 ml,,,$95.00,https://www.saq.com/page/en/saqcom/scotch-and-whisky/cedar-ridge-single-malt/13040651,
Canadian Club Classic 12 Years Old,40%,750 ml,,,$28.35,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-classic-12-years-old/126466,
Bulleit 10 ans Bourbon,45.60%,750 ml,,,$49.75,https://www.saq.com/page/en/saqcom/whisky/bulleit-10-ans-bourbon/12820292,
Canadian Club Premium,40%,1.14 L,,,$36.75,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-premium/11495424,
Canadian Club Premium,40%,750 ml,,,$24.40,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-premium/42,
Bulleit Frontier Bourbon,45%,750 ml,,,$36.75,https://www.saq.com/page/en/saqcom/american-whiskey/bulleit-frontier-bourbon/11155956,
Canadian Club 100% Rye,40%,750 ml,,,$26.40,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-100-rye/12592980,
Buffalo Trace Kentucky Bourbon,45%,750 ml,,,$43.50,https://www.saq.com/page/en/saqcom/american-whiskey/buffalo-trace-kentucky-bourbon/10263891,
"Buffalo Trace, Bourbon Stagg Jr",64.85%,750 ml,,,$85.25,https://www.saq.com/page/en/saqcom/american-whiskey/buffalo-trace-bourbon-stagg-jr/13400484,
Blair Athol 23 years old Single Malt Scotch Whisky,58.40%,750 ml,,,$800.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/blair-athol-23-years-old-single-malt-scotch-whisky/13572711,
Bowmore 12 ans Islay Scotch Single Malt,40%,750 ml,,,$62.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/bowmore-12-ans-islay-scotch-single-malt/330803,
Black Bottle Blended Scotch Whisky,40%,750 ml,,,$34.50,https://www.saq.com/page/en/saqcom/scotch-blended/black-bottle-blended-scotch-whisky/13385296,
Brora 38 Years Old Single Malt Scotch Whisky Limited Edition,48.60%,750 ml,,,"$2,599.25",https://www.saq.com/page/en/saqcom/scotch-single-malt/brora-38-years-old-single-malt-scotch-whisky-limited-edition/13323044,
Bowmore Vault Edition 1st Release Islay,51.50%,750 ml,,,$199.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/bowmore-vault-edition-1st-release-islay/13232396,
Bowmore Islay Port Cask Matured 23 Years Single Malt Scotch Whisky 1989,50.80%,750 ml,,,$699.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/bowmore-islay-port-cask-matured-23-years-single-malt-scotch-whisky-1989/13551717,
Bunnahabhain 12 ans Islay Scotch Single Malt,46.30%,750 ml,,,$85.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/bunnahabhain-12-ans-islay-scotch-single-malt/11092422,
Bowmore Manzanilla Cask Finish 18 ans Single Malt,52.50%,750 ml,,,$349.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/bowmore-manzanilla-cask-finish-18-ans-single-malt/13516014,
Bardinet Sir Edward's Smoky,40%,700 ml,,,$28.15,https://www.saq.com/page/en/saqcom/scotch-blended/bardinet-sir-edwards-smoky/13569239,
Benromach ChÃ¢teau Cissac Speyside Scotch Single Malt,45%,700 ml,,,$94.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/benromach-chateau-cissac-speyside-scotch-single-malt/13352435,
Ballantine's Scotch Blended,40%,1.14 L,,,$37.75,https://www.saq.com/page/en/saqcom/scotch-blended/ballantines-scotch-blended/11405661,
Ballantine's 12 Years Old Blended Malt Scotch Whisky,40%,750 ml,,,$48.75,https://www.saq.com/page/en/saqcom/scotch-blended-malt/ballantines-12-years-old-blended-malt-scotch-whisky/12727207,
Benriach Cask Strength Batch 1,57.20%,700 ml,,,$150.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-cask-strength-batch-1/13229824,
Balblair 2005 Highland Single Malt Scotch Whisky,46%,700 ml,,,$96.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/balblair-2005-highland-single-malt-scotch-whisky/13229787,
BenRiach Curiositas 10 Years Old Peated Speyside scotch Single Malt,46%,700 ml,,,$74.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-curiositas-10-years-old-peated-speyside-scotch-single-malt/10652547,
Arizona Distilling Co Copper City Bourbon,45%,750 ml,,,$71.50,https://www.saq.com/page/en/saqcom/american-whiskey/arizona-distilling-co-copper-city-bourbon/13440216,
Basil Hayden's Kentucky Bourbon,40%,750 ml,,,$52.25,https://www.saq.com/page/en/saqcom/american-whiskey/basil-haydens-kentucky-bourbon/10331516,
Ardbeg Uigeadail Islay Scotch Single Malt,54.20%,700 ml,,,$155.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/ardbeg-uigeadail-islay-scotch-single-malt/11156318,
Auchentoshan The Bartender Malt,47%,750 ml,,,$71.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/auchentoshan-the-bartender-malt/13497247,
Armorik Maitre de Chai Sherry Cask Single Malt,46%,700 ml,,,$88.00,https://www.saq.com/page/en/saqcom/scotch-and-whisky/armorik-maitre-de-chai-sherry-cask-single-malt/13132264,
Aberlour 12 Years Highland Scotch Single Malt,40%,750 ml,,,$60.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/aberlour-12-years-highland-scotch-single-malt/10866887,
Alberta Premium Canadian Rye Whisky,40%,750 ml,,,$26.15,https://www.saq.com/page/en/saqcom/canadian-whisky/alberta-premium-canadian-rye-whisky/13418406,
Aberlour 18 Years Old Highland Scotch Single Malt,43%,750 ml,,,$169.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/aberlour-18-years-old-highland-scotch-single-malt/11398237,
Armorik Roof Rye Double Maturation,43%,500 ml,,,$110.50,https://www.saq.com/page/en/saqcom/whisky/armorik-roof-rye-double-maturation/13188410,
BenRiach Peated Quarter Casks Speyside Single Malt Scotch Whisky,46%,700 ml,,,$130.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-peated-quarter-casks-speyside-single-malt-scotch-whisky/13105581,
Blanton's Special Reserve Bourbon,40%,750 ml,,,$65.00,https://www.saq.com/page/en/saqcom/american-whiskey/blantons-special-reserve-bourbon/10748143,
Bowmore 12 Years Islay Scotch Single Malt,40%,350 ml,,,$32.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/bowmore-12-years-islay-scotch-single-malt/514463,
Black Bull 12 Years Old Blended Scotch,50%,750 ml,,,$75.00,https://www.saq.com/page/en/saqcom/scotch-blended/black-bull-12-years-old-blended-scotch/12395169,
Auchentoshan American Oak Lowland Scotch Single Malt,40%,750 ml,,,$60.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/auchentoshan-american-oak-lowland-scotch-single-malt/12401477,
Benromach Peat Smoke Speyside Scotch Single Malt,46%,700 ml,,,$89.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/benromach-peat-smoke-speyside-scotch-single-malt/11350006,
BenRiach Birnie Moss Intensely Peated,48%,700 ml,,,$83.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-birnie-moss-intensely-peated/12575995,
Benromach 35 Years Old Speyside Single Malt Scotch Whisky,43%,700 ml,,,"$1,248.00",https://www.saq.com/page/en/saqcom/scotch-single-malt/benromach-35-years-old-speyside-single-malt-scotch-whisky/13199493,
Benromach 10 Ans 100 Proof Speyside Scotch Single Malt,57%,700 ml,,,$115.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/benromach-10-ans-100-proof-speyside-scotch-single-malt/13352742,
BenRiach 16 ans Speyside Single Malt Scotch Whisky,43%,700 ml,,,$131.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-16-ans-speyside-single-malt-scotch-whisky/13229779,
Benromach Exclusive Single Cask Speyside Scotch Single Malt,60%,700 ml,,,$127.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/benromach-exclusive-single-cask-speyside-scotch-single-malt/13352777,
Aberlour 10 ans Highland Scotch Single Malt,40%,700 ml,,,$55.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/aberlour-10-ans-highland-scotch-single-malt/13127094,
Aberfeldy 12,40%,750 ml,,,$51.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/aberfeldy-12/12206461,
Balblair 1997 Single Cask 1108 Highland Single Malt Scotch Whisky,58.40%,700 ml,,,$218.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/balblair-1997-single-cask-1108-highland-single-malt-scotch-whisky/13335264,
Bowmore 15 ans Islay Scotch Single Malt,43%,750 ml,,,$96.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/bowmore-15-ans-islay-scotch-single-malt/10870704,
Ben Nevis 12 Ans White Port Cask Strenght,56.30%,700 ml,,,$468.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/ben-nevis-12-ans-white-port-cask-strenght/13337163,
Basil Hayden Dark Rye,40%,750 ml,,,$66.00,https://www.saq.com/page/en/saqcom/american-whiskey/basil-hayden-dark-rye/13593175,
Ben Nevis 10 years old Scotch Single Malt,46%,700 ml,,,$83.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/ben-nevis-10-years-old-scotch-single-malt/12432281,
Balblair 1969 Highland Scotch Single Malt,41.40%,700 ml,,,"$3,782.25",https://www.saq.com/page/en/saqcom/scotch-single-malt/balblair-1969-highland-scotch-single-malt/12413814,
Ardbeg Corryvreckan,57.10%,750 ml,,,$180.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/ardbeg-corryvreckan/12362797,
Auchentoshan 21 Years Old Lowland Scotch Single Malt,43%,750 ml,,,$199.50,https://www.saq.com/page/en/saqcom/scotch-single-malt/auchentoshan-21-years-old-lowland-scotch-single-malt/398776,
Baker's 7 Years Old Kentucky Bourbon,53.50%,750 ml,,,$62.00,https://www.saq.com/page/en/saqcom/american-whiskey/bakers-7-years-old-kentucky-bourbon/11863952,
Ardbeg Day Kelpie,46%,750 ml,,,$177.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/ardbeg-day-kelpie/13342376,
Auchentoshan Three Wood Scotch Single Malt,43%,750 ml,,,$80.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/auchentoshan-three-wood-scotch-single-malt/13063721,
Amrut Indian Whisky Single Malt,46%,700 ml,,,$68.00,https://www.saq.com/page/en/saqcom/whisky/amrut-indian-whisky-single-malt/11864269,
Ardbeg AN OA Islay Single Malt Scotch Whisky,46.60%,750 ml,,,$119.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/ardbeg-an-oa-islay-single-malt-scotch-whisky/13407854,
Aberlour A'bunadh Speyside Scotch Single Malt,60%,750 ml,,,$100.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/aberlour-abunadh-speyside-scotch-single-malt/573352,
AnCnoc 35 Years Old,41%,700 ml,,,"$1,265.25",https://www.saq.com/page/en/saqcom/scotch-single-malt/ancnoc-35-years-old/13229648,
Alberta Premium Dark Horse,45%,750 ml,,,$34.75,https://www.saq.com/page/en/saqcom/canadian-whisky/alberta-premium-dark-horse/12729421,
Amador Double Barrel Bourbon,43.40%,750 ml,,,$89.75,https://www.saq.com/page/en/saqcom/american-whiskey/amador-double-barrel-bourbon/13438386,
Auchentoshan 12 Years Old Lowland Scotch Single Malt,40%,750 ml,,,$61.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/auchentoshan-12-years-old-lowland-scotch-single-malt/11156174,
Ardbeg 10 Years Old Islay Scotch Single Malt,46%,750 ml,,,$96.25,https://www.saq.com/page/en/saqcom/scotch-single-malt/ardbeg-10-years-old-islay-scotch-single-malt/560474,
Hankey Bannister 21 Yo Highlands Scotch Blended,40%,700 ml,,,$337.00,https://www.saq.com/page/en/saqcom/scotch-blended/hankey-bannister-21-yo-highlands-scotch-blended/12914441,
The Lost Distillery Stratheden Blended Malt Scotch,46%,700 ml,,,$107.00,https://www.saq.com/page/en/saqcom/scotch-blended-malt/the-lost-distillery-stratheden-blended-malt-scotch/12449382,
Hart Brothers Glen Rothes 17 Years Old,55.80%,700 ml,,,$272.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/hart-brothers-glen-rothes-17-years-old/12612303,
1792 Small Batch Kentucky Straigth Bourbon Whiskey,46.85%,750 ml,,,$53.25,https://www.saq.com/page/en/saqcom/american-whiskey/1792-small-batch-kentucky-straigth-bourbon-whiskey/11857026,
AnCnoc 12 Years Old Highland Scotch Single Malt,40%,700 ml,,,$78.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/ancnoc-12-years-old-highland-scotch-single-malt/368043,
Distillerie des Menhirs Gold Whisky,43%,700 ml,,,$134.00,https://www.saq.com/page/en/saqcom/whisky/distillerie-des-menhirs-gold-whisky/12662423,
Macallan 1824 Amber Scotch Single Malt,40%,750 ml,,,$94.00,https://www.saq.com/page/en/saqcom/scotch-single-malt/macallan-1824-amber-scotch-single-malt/11975401,
Wild Turkey 81 Kentucky Bourbon,40.50%,750 ml,,,$31.50,https://www.saq.com/page/en/saqcom/american-whiskey/wild-turkey-81-kentucky-bourbon/11840347,
Whyte & Mackay John Barr Reserve,40%,750 ml,,,$30.25,https://www.saq.com/page/en/saqcom/scotch-blended/whyte--mackay-john-barr-reserve/13358714,
Woodford Master's Collection Cherry Wood Smoked Barley Kentucky Americain Whiskey,45.20%,750 ml,,,$139.00,https://www.saq.com/page/en/saqcom/american-whiskey/woodford-masters-collection-cherry-wood-smoked-barley-kentucky-americain-whiskey/13679278,
Woodford Reserve Double Oaked,45.20%,750 ml,,,$71.50,https://www.saq.com/page/en/saqcom/american-whiskey/woodford-reserve-double-oaked/12272169,
Virginia Black Whiskey,40%,750 ml,,,$49.25,https://www.saq.com/page/en/saqcom/american-whiskey/virginia-black-whiskey/13343053,
Two Brewers Yukon Single Malt Whisky Release No 07,43%,750 ml,,,$119.25,https://www.saq.com/page/en/saqcom/scotch-and-whisky/two-brewers-yukon-single-malt-whisky-release-no-07/13622853,
1769 Distillery Canadian Whisky 3 years,42%,500 ml,,,$54.25,https://www.saq.com/page/en/saqcom/whisky/1769-distillery-canadian-whisky-3-years/13671137,
Trail's End Bourbon Whiskey,45%,750 ml,,,$54.75,https://www.saq.com/page/en/saqcom/american-whiskey/trails-end-bourbon-whiskey/13623581,
Wild Turkey 101 Kentucky Straight Bourbon,50.50%,750 ml,,,$36.50,https://www.saq.com/page/en/saqcom/american-whiskey/wild-turkey-101-kentucky-straight-bourbon/13416005,
Wiser's Deluxe,40%,750 ml,,,$25.60,https://www.saq.com/page/en/saqcom/canadian-whisky/wisers-deluxe/10749795,
Widow Jane Oak Aged Rye Mash Whiskey Batch 10,45.50%,750 ml,,,$102.25,https://www.saq.com/page/en/saqcom/american-whiskey/widow-jane-oak-aged-rye-mash-whiskey-batch-10/13343141,
Tincup,42%,750 ml,,,$41.25,https://www.saq.com/page/en/saqcom/american-whiskey/tincup/12730107,
The Macallan Edition No. 3,48.30%,750 ml,,,$161.75,https://www.saq.com/page/en/saqcom/scotch-single-malt/the-macallan-edition-no-3/13572876,
